ProteinGroup	KEGGNumber	SecondOrganisms	ThirdOrganisms	GenusNCBI	KEGGGene	KEGGScore
Human_swiss_sp|P0DTE1|HV383_HUMAN	K06856	Animals	Mammals	Pan	ptr:100608894	191.815
Human_swiss_sp|Q16881|TRXR1_HUMAN	K22182	Animals	Mammals	Nomascus	nle:100600391	1236.09
MH0003_GL0044368	K01703	Bacteria	Bacteroidota	Bacteroides	bth:BT_1860	895.96
MH0020_GL0052377	K03106	Bacteria	Bacteroidota	Parabacteroides	pdi:BDI_0218	838.565
MH0088_GL0029926	K01867	Bacteria	Clostridia	Mediterraneibacter	rto:RTO_09480	666.381
MH0140_GL0038860	K12132	Bacteria	Clostridia	Caproicibacter	cfem:HCR03_03375	612.838
MH0143_GL0088091		Bacteria	Clostridia	Blautia	rob:CK5_28730	108.227
MH0189_GL0031720	K00174	Bacteria	Clostridia	Flavonifractor	fpla:A4U99_05890	526.939
MH0195_GL0143964	K02892	Bacteria	Other Bacillota	Phascolarctobacterium	pfac:PFJ30894_01082	172.555
MH0230_GL0059391	K00878	Bacteria	Actinomycetota	Bifidobacterium	blo:BL0115	369.777
MH0239_GL0033917		Bacteria	Clostridia	Blautia	rob:CK5_34630	496.508
MH0239_GL0037300	K03530	Bacteria	Clostridia	Blautia	rob:CK5_21200	163.696
MH0243_GL0005283	K18682	Bacteria	Bacteroidota	Alistipes	afd:Alfi_2006	839.721
MH0384_GL0115412	K02874	Bacteria	Clostridia	Wansuia	whj:H9Q79_09035	203.371
NOF013_GL0069648	K01338	Bacteria	Bacteroidota	Phocaeicola	bvu:BVU_3163	1521.14
O2.UC1-2_GL0162923	K00615	Bacteria	Clostridia	Agathobacter	ere:EUBREC_0331	469.159
O2.UC2-0_GL0011273	K07166	Bacteria	Clostridia	Agathobaculum	agat:RWV98_08995	117.087
O2.UC30-0_GL0018369	K00616	Bacteria	Clostridia	Intestinibacter	ibr:NQ514_07175	404.445
O2.UC50-2_GL0212401		Bacteria	Other Bacillota	Gottschalkia	cad:Curi_c26790	235.343
T2D-76A_GL0007804	K00615	Bacteria	Clostridia	Roseburia	rho:RHOM_14315	555.058
508703490-stool1_revised_C571944_1_gene53110	K03043	Bacteria	Clostridia	Ruminococcus	ral:Rumal_2919	767.303
Human_swiss_sp|P04083|ANXA1_HUMAN	K17091	Animals	Mammals	Pan	ptr:472953	677.167
Human_swiss_sp|P09228|CYTT_HUMAN	K13898	Animals	Mammals	Pan	ptr:458144	244.973
Human_swiss_sp|P19237|TNNI1_HUMAN	K10371	Animals	Mammals	Macaca	mcc:707860	364.77
Human_swiss_sp|P29972|AQP1_HUMAN	K09864	Animals	Mammals	Macaca	mcc:106997467	520.776
Human_swiss_sp|Q96IU4|ABHEB_HUMAN	K13706	Animals	Mammals	Pan	ptr:460411	417.542
MH0003_GL0006443	K00215	Bacteria	Clostridia	Faecalibacterium	fpr:FP2_07850	233.802
MH0065_GL0033031	K04079	Bacteria	Clostridia	Anaeromicropila	ahb:bsdtb5_15580	950.658
MH0070_GL0000448	K00645	Bacteria	Bacteroidota	Phocaeicola	bvu:BVU_3989	550.436
MH0157_GL0038338		Bacteria	Bacteroidota	Segatella	pcoi:LK433_13640	323.168
MH0407_GL0151457		Bacteria	Bacteroidota	Phocaeicola	pcop:I6J50_01540	351.288
NOF013_GL0079114	K03307	Bacteria	Bacteroidota	Bacteroides	bth:BT_0355	1006.13
T2D-112A_GL0028383		Bacteria	Clostridia	Lacrimispora	lxa:OW255_01250	333.954
V1.CD3-0-PT_GL0084305	K10914	Bacteria	Enterobacteria	Siccibacter	scol:KFZ77_01545	203.371
V1.CD46-0_GL0114986	K02926	Bacteria	Clostridia	Sellimonas	sint:K5I26_00345	365.155
Human_swiss_sp|P01859|IGHG2_HUMAN	K06856	Animals	Mammals	Sus	ssc:396781	478.018
MH0409_GL0082970	K01952	Bacteria	Clostridia	Anaerotignum	cpro:CPRO_23460	432.18
MH0006_GL0216336	K00262	Bacteria	Bacteroidota	Segatella	pcoi:LK433_07570	816.224
Human_swiss_sp|P09110|THIK_HUMAN	K07513	Animals	Mammals	Pan	ptr:460268	827.78
MH0012_GL0231204		Bacteria	Bacteroidota	Bacteroides	bth:BT_1628	979.548
MH0260_GL0160228	K01647	Bacteria	Clostridia	Thermocaproicibacter	tmel:NOG13_06960	160.229
MH0434_GL0080937	K02895	Bacteria	Clostridia	Paludihabitans	palm:RBG61_05775	156.762
O2.UC23-2_GL0016230	K17318	Bacteria	Clostridia	Fastidiosipila	fsa:C5Q98_00235	172.94
O2.UC47-1_GL0140014	K01869	Bacteria	Clostridia	Anaerotruncus	acol:K5I23_00375	403.29
SZEY-78A_GL0051543	K03816	Bacteria	Clostridia	Dorea	dlo:K5I24_02815	332.028
763901136-stool1_revised_scaffold7024_1_gene95821		Bacteria	Clostridia	Marvinbryantia	mfor:NQ534_16100	408.297
Human_swiss_sp|P01700|LV147_HUMAN		Animals	Mammals	Rhinopithecus	rro:104674970	214.927
MH0191_GL0172336	K03150	Bacteria	Clostridia	Dorea	dlo:K5I24_05445	739.184
MH0233_GL0003750		Bacteria	Clostridia	(no genus)	bprs:CK3_30740	754.977
MH0274_GL0166833		Bacteria	Clostridia	Marvinbryantia	mfor:NQ534_12355	463.381
T2D-63A_GL0065674	K00128	Bacteria	Other Bacillota	Acidaminococcus	ain:Acin_0724	852.818
V1.CD12-3_GL0027030	K01491	Bacteria	Clostridia	Blautia	rob:CK5_28600	461.84
V1.CD32-4_GL0115466	K01006	Bacteria	Clostridia	(no genus)	ruk:A4V00_07525	1429.85
MH0229_GL0033108	K01588	Bacteria	Bacteroidota	Parabacteroides	pdi:BDI_3172	308.531
MH0437_GL0163589	K25950	Bacteria	Other Bacillota	Faecalibacillus	fit:Fi14EGH31_22290	405.601
V1.CD19-0_GL0194147	K21573	Bacteria	Bacteroidota	Phocaeicola	bvu:BVU_1380	1388.24
V1.CD51-0_GL0067248	K02564	Bacteria	Clostridia	Dorea	dlo:K5I24_14915	353.214
V1.UC50-1_GL0067399	K01621	Bacteria	Bacilli	Lactococcus	lla:L138230	1694.09
158944319-stool1_revised_C1050747_1_gene52747	K01933	Bacteria	Clostridia	Simiaoa	ssun:H9Q77_10655	551.206
MH0055_GL0059787	K02078	Bacteria	Bacteroidota	Paraprevotella	pclr:PC1C4_05200	130.954
MH0197_GL0112220	K02948	Bacteria	Clostridia	Agathobaculum	agat:RWV98_03385	224.172
MH0431_GL0151069	K18119	Bacteria	Bacteroidota	Butyricimonas	buy:D8S85_11140	709.909
T2D-61A_GL0005208		Bacteria	Bacteroidota	Bacteroides	bfs:BF9343_p20	239.965
MH0321_GL0083171	K00677	Bacteria	Bacteroidota	Phocaeicola	bvu:BVU_0099	444.506
NOM022_GL0030245		Bacteria	Clostridia	Caproicibacter	cfem:HCR03_00480	155.992
MH0361_GL0045501	K01610	Bacteria	Bacteroidota	Butyricimonas	buy:D8S85_17190	1073.92
871237.SIN_1256	K02519	Bacteria	Bacilli	Streptococcus	spy:SPy_1721	981.089
888833.HMPREF9961_1681	K01274	Bacteria	Bacilli	Streptococcus	spy:SPy_1070	676.396
MH0115_GL0083778	K03585	Bacteria	Bacteroidota	Phocaeicola	bvu:BVU_1864	563.148
MH0373_GL0050012	K02357	Bacteria	Clostridia	Paludihabitans	palm:RBG61_01340	354.369
T2D-68A_GL0060685	K02519	Bacteria	Clostridia	(no genus)	euu:ADJ67_05715	951.814
V1.CD12-3_GL0064917	K01223	Bacteria	Actinomycetota	Collinsella	caer:CSV91_08230	427.943
158337416-stool2_revised_C999344_1_gene73308	K21573	Bacteria	Bacteroidota	Muribaculum	pary:A4V02_00570	682.174
Human_swiss_sp|O14493|CLD4_HUMAN	K06087	Animals	Mammals	Pan	ptr:463464	366.696
Human_swiss_sp|P07451|CAH3_HUMAN	K01672	Animals	Mammals	Pan	ptr:748909	556.599
Human_swiss_sp|Q9Y639|NPTN_HUMAN	K22653	Animals	Mammals	Macaca	mcc:699627	762.681
MH0118_GL0037651	K00762	Bacteria	Bacteroidota	Segatella	pcoi:LK433_03005	355.14
T2D-140A_GL0042284	K01783	Bacteria	Clostridia	Faecalibacterium	fpr:FP2_12530	287.73
V1.CD38-0_GL0019185	K03442	Bacteria	Bacteroidota	Bacteroides	bth:BT_2389	526.168
V1.FI36_GL0021486	K03780	Bacteria	Clostridia	Ruminococcus	rum:CK1_26540	427.172
T2D-31A_GL0113409	K04072	Bacteria	Clostridia	Claveliimonas	cbil:EUBC25_08560	486.493
Human_swiss_sp|P15531|NDKA_HUMAN	K00940	Animals	Mammals	Nomascus	nle:105737507	315.849
Human_swiss_sp|P62826|RAN_HUMAN	K07936	Animals	Mammals	Callithrix	cjc:100400787	446.432
MH0116_GL0133348		Bacteria	Clostridia	(no genus)	bprs:CK3_14970	276.174
O2.UC50-0_GL0194431		Bacteria	Clostridia	Dorea	dlo:K5I24_02605	400.593
V1.FI24_GL0033041	K02994	Bacteria	Bacilli	Periweissella	wei:EQG49_05845	252.292
V1.UC26-4_GL0155660	K01867	Bacteria	Bacteroidota	Bacteroides	bth:BT_3864	653.669
MH0433_GL0213379	K04077	Bacteria	Clostridia	Flavonifractor	fpla:A4U99_16380	775.393
158256496-stool1_revised_C977140_1_gene2284	K03077	Bacteria	Bacteroidota	Prevotella	pdt:Prede_1734	375.941
Human_swiss_sp|Q99805|TM9S2_HUMAN	K17086	Animals	Mammals	Pan	ptr:452638	1324.3
MH0006_GL0128463		Bacteria	Clostridia	Butyrivibrio	bpb:bpr_I1179	424.861
MH0325_GL0024659	K00240	Bacteria	Bacteroidota	Parabacteroides	pdi:BDI_3208	486.878
MH0356_GL0093817		Bacteria	Actinomycetota	Bifidobacterium	bang:BBAG_1004	1314.29
T2D-106A_GL0068179	K17318	Bacteria	Clostridia	Agathobacter	ere:EUBREC_1047	376.711
V1.UC11-5_GL0187668	K02112	Bacteria	Clostridia	Flavonifractor	fpla:A4U99_13450	726.472
HM459CO_revised_scaffold48513_2_gene137244	K19997	Bacteria	Bacteroidota	Prevotella	pher:prwr041_16330	595.504
Human_swiss_sp|Q96BQ1|FAM3D_HUMAN		Animals	Mammals	Pan	ptr:460481	460.299
MH0336_GL0015910	K07444	Bacteria	Clostridia	(no genus)	lbx:lbkm_3048	603.208
O2.UC1-1_GL0084303	K05366	Bacteria	Bacteroidota	Phocaeicola	bvu:BVU_3336	1321.99
T2D-61A_GL0010889	K00639	Bacteria	Clostridia	Hungatella	hhj:NQ487_14270	758.444
V1.FI18_GL0001197		Bacteria	Bacteroidota	Bacteroides	bhum:JXR92_016795	568.155
V1.UC35-4_GL0016721	K03545	Bacteria	Clostridia	Claveliimonas	cbil:EUBC25_22280	673.7
MH0091_GL0025092		Bacteria	Clostridia	Butyrivibrio	bpb:bpr_I1767	815.068
MH0302_GL0091840		Bacteria	Bacteroidota	Bacteroides	bhum:JXR92_008965	1554.65
Human_swiss_sp|Q9H444|CHM4B_HUMAN	K12194	Animals	Mammals	Oryctolagus	ocu:100347889	361.688
MH0012_GL0037285		Bacteria	Bacteroidota	Parabacteroides	pdi:BDI_3677	320.857
MH0189_GL0170271	K11072	Bacteria	Bacteroidota	Bacteroides	bth:BT_1291	623.624
MH0360_GL0045117	K01960	Bacteria	Bacteroidota	Parabacteroides	pdi:BDI_2683	1132.47
O2.UC53-0_GL0202630	K01644	Bacteria	Clostridia	Lachnoclostridium	lacy:A4V08_16180	538.11
764669880-stool1_revised_scaffold9976_1_gene9843	K10542	Bacteria	Clostridia	Claveliimonas	cbil:EUBC25_14180	770.385
Human_swiss_sp|A0A0C4DH32|HV320_HUMAN	K06856	Animals	Mammals	Microcebus	mmur:105883149	215.312
Human_swiss_sp|P62263|RS14_HUMAN	K02955	Animals	Mammals	Phocoena	psiu:116750588	280.026
MH0006_GL0072988	K05349	Bacteria	Clostridia	Simiaoa	ssun:H9Q77_16180	1682.15
BGI-33A_GL0014586	K12516	Bacteria	Clostridia	Dysosmobacter	obj:EIO64_04840	404.06
HM466CO_revised_scaffold77240_1_gene143181	K03737	Bacteria	Clostridia	Caproiciproducens	capr:EQM14_09370	394.815
Human_swiss_sp|P13639|EF2_HUMAN	K03234	Animals	Mammals	Nomascus	nle:100590476	1714.89
MH0308_GL0182276		Bacteria	Bacteroidota	Phocaeicola	pcop:I6J50_05195	254.988
Human_swiss_sp|P0DP23|CALM1_HUMAN	K02183	Animals	Mammals	Callithrix	cjc:100390180	296.975
MH0006_GL0216882	K01662	Bacteria	Clostridia	Kineothrix	kib:RBB56_01195	967.992
MH0370_GL0134003		Bacteria	Clostridia	Blautia	rob:CK5_15620	246.899
MH0415_GL0024966	K11754	Bacteria	Bacteroidota	Muribaculum	pary:A4V02_00790	499.975
Human_swiss_sp|Q9Y623|MYH4_HUMAN	K24220	Animals	Mammals	Pan	ptr:468396	3523.41
Human_swiss_sp|P31415|CASQ1_HUMAN	K23468	Animals	Mammals	Nomascus	nle:100595793	745.732
MH0400_GL0095582		Bacteria	Clostridia	Faecalibacterium	fpr:FP2_32370	559.681
158499257-stool2_revised_scaffold71908_2_gene145395		Bacteria	Bacteroidota	Muribaculum	pary:A4V02_12565	661.759
MH0012_GL0135518	K02909	Bacteria	Clostridia	Acutalibacter	amur:ADH66_01715	130.568
MH0247_GL0052339	K01740	Bacteria	Clostridia	Dorea	dlo:K5I24_11820	821.231
Human_swiss_sp|P07998|RNAS1_HUMAN	K01168	Animals	Mammals	Pan	ptr:465207	293.123
763496533-stool1_revised_scaffold46255_1_gene47264	K00528	Bacteria	Clostridia	Thermoclostridium	css:Cst_c05260	272.707
Human_swiss_sp|O75830|SPI2_HUMAN	K23430	Animals	Mammals	Pan	ptr:460831	780.015
MH0402_GL0030894	K03086	Bacteria	Clostridia	Enterocloster	cbol:CGC65_18070	548.51
V1.CD22-0_GL0201719	K01681	Bacteria	Clostridia	Lachnospira	eel:EUBELI_01974	271.552
DOM003_GL0038996	K00147	Bacteria	Clostridia	Roseburia	rho:RHOM_08310	655.981
MH0006_GL0181988	K03654	Bacteria	Bacteroidota	Paraprevotella	pclr:PC1C4_00820	1425.61
MH0046_GL0049345		Bacteria	Bacteroidota	Bacteroides	bth:BT_2263	441.81
O2.UC41-1_GL0062781		Bacteria	Clostridia	Ruminococcus	rum:CK1_24960	769.615
MH0088_GL0094142		Bacteria	Clostridia	Mediterraneibacter	rto:RTO_05650	440.654
T2D-62A_GL0010402	K20038	Bacteria	Other Bacillota	Acidaminococcus	ain:Acin_2025	1349.73
V1.FI31_GL0008447	K06217	Bacteria	Betaproteobacteria	(no genus)	bbag:E1O_04440	301.982
Human_swiss_sp|Q96KP4|CNDP2_HUMAN	K08660	Animals	Mammals	Pan	ptr:455473	940.643
MH0392_GL0111531	K01621	Bacteria	Clostridia	Vescimonas	vcop:MM50RIKEN_01380	504.597
763820215-stool2_revised_C315437_1_gene13656		Bacteria	Bacteroidota	Parabacteroides	pgol:K6V26_05825	1688.32
MH0397_GL0182232	K00789	Bacteria	Bacilli	Hydrogenibacillus	hyi:K2M58_11520	381.719
SZEY-39A_GL0071586	K03100	Bacteria	Bacteroidota	Hoylesella	peo:AS203_00080	753.051
O2.UC19-1_GL0020611	K02804	Bacteria	Clostridia	Mediterraneibacter	rto:RTO_11090	806.979
O2.UC55-0_GL0072375	K02879	Bacteria	Actinomycetota	Gordonibacter	gpa:GPA_16140	218.779
MH0086_GL0112737	K03695	Bacteria	Clostridia	Coprococcus	coo:CCU_12880	1425.61
MH0096_GL0064339	K04043	Bacteria	Clostridia	(no genus)	ruk:A4V00_00235	964.911
MH0195_GL0110373	K00812	Bacteria	Bacteroidota	Paraprevotella	pclr:PC1C4_09680	644.039
MAX_Q3MHH8	K01176	Animals	Mammals	Bos	bta:505049	1085.86
MH0153_GL0057245	K00058	Bacteria	Clostridia	(no genus)	esr:ES1_02450	445.662
763982056-stool2_revised_C356624_1_gene39369	K15633	Bacteria	Cyanobacteriota	(no genus)	mbf:BHV42_00785	416.387
Human_swiss_sp|P01763|HV348_HUMAN		Animals	Mammals	Colobus	cang:105525107	205.297
MH0199_GL0108528	K01698	Bacteria	Betaproteobacteria	Sutterella	sutt:SUTMEG_03170	534.258
MH0283_GL0060642	K02886	Bacteria	Bacteroidota	Segatella	pcoi:LK433_00490	537.724
Human_swiss_sp|Q9UQQ1|NALDL_HUMAN	K01301	Animals	Mammals	Nomascus	nle:100579763	1420.99
MH0143_GL0009130	K00027	Bacteria	Clostridia	Marvinbryantia	mfor:NQ534_04040	641.343
MH0189_GL0174208	K12257	Bacteria	Bacteroidota	Parabacteroides	pdi:BDI_3608	1598.18
MH0221_GL0060576	K02355	Bacteria	Clostridia	Dysosmobacter	obj:EIO64_12105	1200.27
158499257-stool2_revised_scaffold9750_2_gene92208	K19339	Bacteria	Bacteroidota	Prevotella	pmz:HMPREF0659_A6713	301.597
MH0006_GL0032494	K00024	Bacteria	Bacteroidota	Barnesiella	bvs:BARVI_09515	548.895
MH0336_GL0095773	K01571	Bacteria	Clostridia	Solibaculum	sman:C12CBH8_07210	694.115
MH0445_GL0135097	K02357	Bacteria	Clostridia	Vescimonas	vfa:MM35RIKEN_03260	406.757
V1.CD4-0-PN_GL0057804	K00963	Bacteria	Clostridia	Faecalibacterium	fpr:FP2_05100	440.269
Human_swiss_sp|P35900|K1C20_HUMAN	K07604	Animals	Mammals	Pan	ptr:744139	752.281
NLF005_GL0042379	K02112	Bacteria	Clostridia	Roseburia	rho:RHOM_14660	868.611
MH0131_GL0045134		Bacteria	Actinomycetota	Bifidobacterium	bang:BBAG_1541	937.562
765094712-stool1_revised_scaffold5746_1_gene50339	K01704	Bacteria	Bacteroidota	Parabacteroides	pdi:BDI_2062	359.762
MH0318_GL0044972	K12373	Bacteria	Bacteroidota	Phocaeicola	bvu:BVU_4138	659.448
MH0267_GL0184495	K07576	Bacteria	Clostridia	Dysosmobacter	obj:EIO64_15665	394.815
MH0011_GL0041428	K01673	Bacteria	Bacteroidota	Phocaeicola	bvu:BVU_0341	300.827
MH0250_GL0135963	K02994	Bacteria	Clostridia	(no genus)	ccel:CCDG5_0195	214.927
MH0262_GL0026560	K19689	Bacteria	Clostridia	(no genus)	cbaf:JS518_03195	601.668
MH0309_GL0139724	K03070	Bacteria	Clostridia	Ruminococcus	ral:Rumal_0017	848.195
MH0323_GL0054341		Bacteria	Bacteroidota	Paramuribaculum	pii:NF347_10160	752.666
V1.CD4-0_GL0009368	K01728	Bacteria	Clostridia	Lachnospira	eel:EUBELI_01250	2293.85
159814214-stool1_revised_C570103_1_gene1164	K00243	Bacteria	Clostridia	Marvinbryantia	mfor:NQ534_14750	335.109
Human_swiss_sp|P13647|K2C5_HUMAN	K07605	Animals	Mammals	Nomascus	nle:100592563	806.979
V1.CD3-0-PT_GL0063334	K00024	Bacteria	Enterobacteria	Proteus	pmr:PMI3400	586.645
V1.CD7-0-PN_GL0043943	K01462	Bacteria	Actinomycetota	Bifidobacterium	blo:BL1502	283.878
Human_swiss_sp|P18283|GPX2_HUMAN	K00432	Animals	Mammals	Nomascus	nle:100603889	393.275
Human_swiss_sp|P35573|GDE_HUMAN	K01196	Animals	Mammals	Pan	ptr:469392	3161.32
MH0369_GL0031859		Bacteria	Clostridia	Anaerocolumna	anr:Ana3638_12870	296.204
O2.UC46-1_GL0055169	K00625	Bacteria	Clostridia	Anaerotignum	cpro:CPRO_23750	468.003
Human_swiss_sp|Q5T2W1|NHRF3_HUMAN	K24057	Animals	Mammals	Pan	ptr:100611671	1003.82
MH0359_GL0120883	K02051	Bacteria	Other Bacillota	Megamonas	mhg:MHY_12940	517.694
MH0412_GL0094349	K15633	Bacteria	Clostridia	Intestinimonas	ibu:IB211_02696c	624.394
V1.UC17-2_GL0038422	K02118	Bacteria	Other Bacillota	Parvimonas	pmic:NW74_06630	885.945
V1.FI33_GL0083842	K00763	Bacteria	Actinomycetota	Collinsella	caer:CSV91_03995	991.875
518635.BIFANG_02686	K06168	Bacteria	Actinomycetota	Bifidobacterium	blo:BL1408	802.742
MH0037_GL0054773	K02931	Bacteria	Bacteroidota	Barnesiella	bvs:BARVI_08330	358.992
Human_swiss_sp|A6NHR9|SMHD1_HUMAN	K23113	Animals	Mammals	Pan	ptr:455319	3982.18
MH0104_GL0015180	K02357	Bacteria	Clostridia	Caproiciproducens	capr:EQM14_05850	290.426
V1.UC26-0_GL0132982	K01182	Bacteria	Clostridia	Marvinbryantia	mfor:NQ534_00300	761.911
O2.UC7-1_GL0032402	K00831	Bacteria	Clostridia	Marvinbryantia	mfor:NQ534_20195	704.516
MH0012_GL0014749	K07277	Bacteria	Bacteroidota	Bacteroides	bth:BT_3725	1496.1
MH0026_GL0057988	K01785	Bacteria	Bacteroidota	Segatella	pcoi:LK433_10495	707.212
MH0358_GL0026334	K01681	Bacteria	Clostridia	Enterocloster	cbol:CGC65_17445	1505.35
Human_swiss_sp|P55209|NP1L1_HUMAN	K11279	Animals	Mammals	Pan	ptr:452083	590.882
V1.FI26_GL0263102	K01870	Bacteria	Actinomycetota	Collinsella	caer:CSV91_02425	211.846
Human_swiss_sp|P31930|QCR1_HUMAN	K00414	Animals	Mammals	Pan	ptr:460348	952.97
Human_swiss_sp|Q06830|PRDX1_HUMAN	K13279	Animals	Mammals	Ailuropoda	aml:117799874	412.535
DOM001_GL0092950	K00012	Bacteria	Clostridia	Kineothrix	kib:RBB56_15550	787.334
MH0450_GL0093506	K00965	Bacteria	Clostridia	Agathobaculum	agat:RWV98_17065	310.457
MH0276_GL0040077		Bacteria	Clostridia	(no genus)	bprs:CK3_14450	319.316
T2D-123A_GL0023222	K01465	Bacteria	Actinomycetota	Collinsella	caer:CSV91_03375	720.694
V1.CD51-0_GL0005185	K01687	Bacteria	Other Bacillota	Faecalitalea	euc:EC1_15100	897.116
Human_swiss_sp|P02671|FIBA_HUMAN	K03903	Animals	Mammals	Pan	ptr:461559	1613.59
159268001-stool2_revised_scaffold34968_1_gene82974		Bacteria	Bacteroidota	Bacteroides	beg:INE88_00687	2334.3
SZEY-10A_GL0053902	K02477	Bacteria	Clostridia	Cellulosilyticum	cle:Clole_0495	355.525
T2D-91A_GL0081555	K00764	Bacteria	Clostridia	(no genus)	bpen:NQ488_11150	278.485
871237.SIN_0727	K02357	Bacteria	Bacilli	Streptococcus	spy:SPy_2093	561.607
MH0318_GL0194030	K00528	Bacteria	Clostridia	Dysosmobacter	obj:EIO64_17300	533.102
O2.UC24-1_GL0096727	K01681	Bacteria	Other Bacillota	Faecalitalea	euc:EC1_10620	203.371
V1.UC49-0_GL0100097	K00854	Bacteria	Clostridia	Claveliimonas	cbil:EUBC25_07520	798.505
T2D-31A_GL0017629	K02338	Bacteria	Clostridia	Mediterraneibacter	rto:RTO_02460	631.713
Human_swiss_sp|O75746|CMC1_HUMAN	K15105	Animals	Mammals	Pan	ptr:459736	1293.1
MH0251_GL0175798		Bacteria	Clostridia	Enterocloster	casp:NQ535_28085	439.884
MH0229_GL0141688	K02005	Bacteria	Bacteroidota	Parabacteroides	pdi:BDI_3573	568.54
MH0176_GL0040321	K11527	Bacteria	Clostridia	Faecalibacterium	fpr:FP2_15700	1817.36
MH0414_GL0089778	K05349	Bacteria	Clostridia	Faecalibacterium	fpr:FP2_13750	984.556
MH0233_GL0103635	K02469	Bacteria	Clostridia	Anaerotruncus	acol:K5I23_06940	1115.14
MH0250_GL0185216	K15633	Bacteria	Clostridia	(no genus)	esr:ES1_08430	738.028
T2D-31A_GL0014853		Bacteria	Clostridia	Eubacterium	elm:ELI_0544	175.252
Human_swiss_sp|P13798|ACPH_HUMAN	K01303	Animals	Mammals	Pan	ptr:460376	1485.7
T2D-68A_GL0004580		Bacteria	Clostridia	Blautia	blab:EYS05_07525	624.394
MH0448_GL0019053	K01223	Bacteria	Other Bacillota	Selenomonas	sri:SELR_22560	595.504
MH0328_GL0030375		Bacteria	Other Gammaproteobacteria	Alloalcanivorax	adi:B5T_03187	63.5438
MH0012_GL0101972	K01880	Bacteria	Clostridia	Eubacterium	elm:ELI_3475	647.506
MH0098_GL0082753	K03702	Bacteria	Clostridia	(no genus)	ruk:A4V00_08605	1019.99
160704339-stool1_revised_C1363641_1_gene142089	K01887	Bacteria	Clostridia	Anaerotruncus	acol:K5I23_09050	708.753
MH0101_GL0010334	K08301	Bacteria	Bacteroidota	Bacteroides	bth:BT_1500	963.37
Human_swiss_sp|P54315|LIPR1_HUMAN	K14074	Animals	Mammals	Nomascus	nle:100582085	941.414
N087A_GL0050492		Bacteria	Bacteroidota	Bacteroides	bun:Bun01g_13220	1193.72
MH0040_GL0000533	K02888	Bacteria	Clostridia	Ruminococcus	ral:Rumal_2332	162.54
763678604-stool1_revised_scaffold43201_1_gene75787	K00600	Bacteria	Bacteroidota	Alistipes	afd:Alfi_3069	852.818
MH0113_GL0014716	K08483	Bacteria	Clostridia	Coprococcus	cct:CC1_13380	819.69
MH0358_GL0134677	K03702	Bacteria	Clostridia	Pusillibacter	pfaa:MM59RIKEN_18740	1191.79
MH0102_GL0062733	K00656	Bacteria	Clostridia	Acetivibrio	cth:Cthe_0505	1083.17
O2.UC1-1_GL0131701		Bacteria	Bacteroidota	Bacteroides	bfc:BacF7301_10260	885.945
MH0124_GL0087622	K01804	Bacteria	Clostridia	Simiaoa	ssun:H9Q77_03335	931.784
MH0389_GL0142223		Bacteria	Bacteroidota	Segatella	pcoi:LK433_11840	1161.75
MH0424_GL0104348	K02406	Bacteria	Clostridia	Pseudoclostridium	cthd:CDO33_00660	280.796
Human_swiss_sp|P16152|CBR1_HUMAN	K00079	Animals	Mammals	Nomascus	nle:100595150	540.036
MH0309_GL0174644		Bacteria	Clostridia	Coprococcus	cct:CC1_18240	173.711
MH0454_GL0030816	K03798	Bacteria	Clostridia	Ruminococcus	ral:Rumal_1648	1016.53
V1.FI05_GL0056978	K01883	Bacteria	Actinomycetota	Bifidobacterium	blo:BL0301	902.894
Human_swiss_sp|O15455|TLR3_HUMAN	K05401	Animals	Mammals	Pan	ptr:471374	1774.21
T2D-11A_GL0156644		Bacteria	Clostridia	Ruminococcus	rus:RBI_I01574	222.246
Human_swiss_sp|O75131|CPNE3_HUMAN	K24524	Animals	Mammals	Pan	ptr:464271	1073.92
Human_swiss_sp|Q3ZCM7|TBB8_HUMAN	K07375	Animals	Mammals	Pan	ptr:739035	848.58
MH0131_GL0135871		Bacteria	Clostridia	Flavonifractor	fpla:A4U99_18490	1210.67
O2.UC46-0_GL0086379		Bacteria	Bacteroidota	Bacteroides	bste:K6V31_15980	512.301
Fungisp.A7A0V3.RSSA2_YEAS7	K02998	Fungi	Ascomycetes	Saccharomyces	sce:YLR048W	462.996
SZEY-10A_GL0033673	K01834	Bacteria	Other Bacillota	Turicibacter	tsg:HLK68_04855	363.614
MH0143_GL0044795	K01937	Bacteria	Mycoplasmatota	(no genus)	mbj:KQ51_00345	702.975
DLM028_GL0028479	K07390	Bacteria	Enterobacteria	(no genus)	ebu:CUC76_01145	237.654
DOM005_GL0025443	K00262	Bacteria	Bacteroidota	Bacteroides	bth:BT_1970	852.047
MH0006_GL0198008	K00956	Bacteria	Bacteroidota	Bacteroides	bth:BT_0415	797.349
MH0253_GL0213763	K03110	Bacteria	Clostridia	(no genus)	bpen:NQ488_07445	580.867
MH0047_GL0028507	K00177	Bacteria	Bacteroidota	Phocaeicola	bvu:BVU_2310	313.538
MH0377_GL0222732	K03077	Bacteria	Clostridia	Roseburia	rho:RHOM_06050	471.855
MH0147_GL0020541	K02884	Bacteria	Clostridia	Mediterraneibacter	rto:RTO_24630	206.068
V1.CD3-0-PT_GL0025317	K01761	Bacteria	Enterobacteria	Proteus	pmr:PMI1248	838.18
